GP_file,Longitude,Latitude
10754.csv,-74.4777,39.339
10755.csv,-74.4777,39.3401
10756.csv,-74.4777,39.3413
10757.csv,-74.4777,39.3424
10758.csv,-74.4777,39.3435
10759.csv,-74.4777,39.3447
10760.csv,-74.4777,39.3458
10761.csv,-74.4777,39.3469
10762.csv,-74.4777,39.3481
10763.csv,-74.4777,39.3492
10764.csv,-74.4777,39.3503
10765.csv,-74.4777,39.3515
10766.csv,-74.4777,39.3526
10767.csv,-74.4777,39.3537
10768.csv,-74.4777,39.3549
10769.csv,-74.4777,39.356
10770.csv,-74.4777,39.3571
10771.csv,-74.4777,39.3583
10772.csv,-74.4777,39.3594
10773.csv,-74.4777,39.3605
10774.csv,-74.4777,39.3617
10775.csv,-74.4777,39.3628
10776.csv,-74.4777,39.3639
10777.csv,-74.4777,39.365
10778.csv,-74.4777,39.3662
10779.csv,-74.4777,39.3673
10780.csv,-74.4777,39.3684
10781.csv,-74.4777,39.3696
10782.csv,-74.4777,39.3707
10783.csv,-74.4777,39.3718
10784.csv,-74.4777,39.373
10785.csv,-74.4777,39.3741
10786.csv,-74.4777,39.3752
10787.csv,-74.4777,39.3764
10788.csv,-74.4777,39.3775
10789.csv,-74.4777,39.3786
10790.csv,-74.4777,39.3798
10791.csv,-74.4777,39.3809
10792.csv,-74.4777,39.382
10793.csv,-74.4777,39.3832
10794.csv,-74.4777,39.3843
10795.csv,-74.4777,39.3854
10796.csv,-74.4777,39.3866
10797.csv,-74.4777,39.3877
10798.csv,-74.4777,39.3888
10799.csv,-74.4777,39.39
10800.csv,-74.4777,39.3911
10801.csv,-74.4748,39.3356
10802.csv,-74.4748,39.3367
10803.csv,-74.4748,39.3379
10804.csv,-74.4748,39.339
10805.csv,-74.4748,39.3401
10806.csv,-74.4748,39.3413
10807.csv,-74.4748,39.3424
10808.csv,-74.4748,39.3435
10809.csv,-74.4748,39.3447
10810.csv,-74.4748,39.3458
10811.csv,-74.4748,39.3469
10812.csv,-74.4748,39.3481
10813.csv,-74.4748,39.3492
10814.csv,-74.4748,39.3503
10815.csv,-74.4748,39.3515
